N_Item	Average_Q	N_invited	BFQ	time4	time6	time7	time8	time9	time10	time11	time12	time14	time15	time19	bid2	bid3	bid4	bid5	bid8	mkt2	mkt3	mkt4	mkt7	EFF
1	1	4	554945	Parallel	30	No	NA	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.496836623
3	1	6	3519614	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.17604601
1	1	3	80000	Parallel	60	Yes	5	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.00625
1	1	5	485000	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.206185567
1	1	4	964000	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.164937759
1	1	5	1289426.6	Parallel	10	Yes	5	Yes	1	1	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.217481631
1	1	3	1067087	Parallel	30	No	NA	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.550177258
1	1	3	90517.24	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.337142847
1	1	4	13397728	Parallel	40	Yes	3	Yes	4	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	No	No	No	0.134181557
25	28.24	4	37313.78	Parallel	45	Yes	2	Yes	3	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.004588117
1	1	4	8360268	Parallel	30	Yes	3	Yes	4	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	No	No	No	0.129029476
69	4.719275362	2	10195762	Parallel	60	No	NA	Yes	99	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank when leading	"Yes, to Buyers and Participants"	No	0.013853991
1	1	3	2.79E+08	Parallel	30	Yes	5	No	NA	NA	NA	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	No	No	No	0.358422939
1	1	3	1688518	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.283513708
1	1	4	172070	Parallel	30	Yes	2	Yes	3	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.046492706
1	1	5	1381300	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.098675161
1	250	7	2.00E+07	Parallel	30	No	NA	Yes	99	2	2	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.1
1	2000	5	536620	Parallel	15	Yes	1	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.260184115
3	16866.66667	5	7573500	Parallel	30	Yes	2	Yes	5	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.377342048
1	1	3	445000	Parallel	30	No	NA	Yes	99	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.053932584
8	9037.5	5	1110690	Parallel	30	Yes	2	Yes	5	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.119296113
9	112500	3	3841012	Parallel	30	Yes	2	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.315095605
24	64895.83333	8	13532261.7	Parallel	30	Yes	2	Yes	8	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.133746253
1	30000	7	3943800	Parallel	15	Yes	1	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.486535828
1	1	3	429474	Parallel	30	No	NA	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.107047225
2	1750	4	467500	Parallel	30	Yes	2	Yes	4	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.143315508
1	1	6	93622.41	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.024800686
8	1	5	28347002.19	Serial	NA	No	NA	Yes	5	2	2	10	10	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.090759678
1	1	3	26636	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.095171948
1	1	3	266100	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank when leading	No	No	0.000375799
1	1	4	521186.21	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.329969034
1	1	6	560870	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.307326118
1	1	5	3521694	Parallel	30	Yes	2	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.204959886
1	1	4	95487	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.416025218
5	6445	3	1838976	Parallel	20	Yes	2	Yes	3	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.101021438
1	1	4	375860000	Parallel	30	No	NA	No	NA	NA	NA	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	No	No	No	0.095407865
1	1	5	647555	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.102778915
1	1	2	1161446	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	No	No	No	0.199274008
1	1	5	1639500	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.237030802
1	1	5	852253	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.117336049
1	1000	2	37070	Serial	NA	Yes	2	Yes	3	2	2	30	2	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No	0.09360669
6	1	9	5037972.83	Parallel	40	Yes	2	Yes	8	2	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.196356887
1	456	4	2120400	Parallel	30	Yes	2	Yes	4	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.110967742
3	1	3	65386.81	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.112970949
1	1	2	1.83E+09	Parallel	30	No	NA	No	NA	NA	NA	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids for rank 1	No	No	No	No	No	0.00273224
1	1	3	1232000	Parallel	30	No	NA	Yes	99	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.067066047
2	1	8	1662026.7	Parallel	40	Yes	2	Yes	6	2	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.244302152
1	5	3	23400	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.16965812
2	1	4	315387.07	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.12520193
1	1	4	1426850	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.141465466
1	1	4	129000	Parallel	45	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.240310078
1	1	2	49900	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.078156313
3	13566.66667	7	5328500	Parallel	30	Yes	2	Yes	6	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.31561415
3	2	4	280000	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.182142857
1	1	2	223700000	Parallel	20	No	NA	Yes	2	2	2	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No	0.011175682
1	1	2	314616	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.019900005
17	473.1764706	2	9057364.6	Parallel	40	No	NA	Yes	99	2	2	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No	0.022260377
1	1	4	230000	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.219565217
1	1	3	2094000	Parallel	30	No	NA	Yes	99	2	2	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.021012416
2	252	2	106200	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.091525424
1	1	3	242000	Parallel	80	Yes	2	Yes	3	7	7	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.194214876
1	2	4	201200	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.070576541
1	1	3	802550	Parallel	30	Yes	2	Yes	2	3	3	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.012460283
3	1	4	7600102	Serial	NA	Yes	2	Yes	4	2	2	15	15	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.048178623
1	1	3	619500	Parallel	30	No	NA	Yes	99	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.10330912
1	28	3	38620.68	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No	0.008700002
18	5133.666667	2	611010	Parallel	45	Yes	2	Yes	99	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	Break tie bids by submit time	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.291108165
13	151.5384615	3	380079.95	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.018344167
1	1	5	585625000	Parallel	20	Yes	2	No	NA	NA	NA	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.120597652
1	1	4	206266	Parallel	30	No	NA	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.103099881
1	1	3	160931.97	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.020704214
1	1	3	651400	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.24930918
1	1	3	705240	Serial	NA	Yes	2	Yes	3	2	2	10	10	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.058519866
1	1	3	1558650	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.269880987
4	8635294	4	47849380.44	Parallel	40	Yes	3	Yes	4	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.003172273
1	1	3	17982.76	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.070220589
1	1	5	1556872	Parallel	20	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.216377454
1	1	6	591925	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.231321536
3	11203.66667	4	1623868.5	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.311630591
3	4	3	31272	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No	0.019953952
3	1	5	3383545	Parallel	40	Yes	3	Yes	5	3	3	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.120744663
1	1	3	927130	Parallel	30	No	NA	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.032541283
1	1	4	439125.13	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.114160786
1	1	4	305690	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.371912722
1	1	3	54000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No	0.175925926
1	1	3	671000	Parallel	30	No	NA	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.143070045
13	914.1615385	3	1006262.05	Parallel	30	Yes	3	Yes	3	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.04217627
1	100	4	137168	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.09563455
12	1	2	2632000	Parallel	40	Yes	3	Yes	2	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.045721622
1	2	3	13958	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No	0.223384439
1	1	3	1485000	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.212794613
1	1	3	179454	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.049279091
1	1	3	198495	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.298852868
1	1	3	680300	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.029839777
7	1	3	901280	Parallel	20	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.16277968
4	1	6	6858880.2	Parallel	20	Yes	2	Yes	6	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.506770799
2	1	6	201425	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.036912002
1	1	3	915000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.291803279
1	1	3	489528.38	Parallel	25	Yes	1	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.039404028
1	1	3	17258	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.108934987
1	1	3	50659.33	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.111713479
1	1	4	369500	Parallel	30	No	NA	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.085250338
1	1	3	28000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.410714286
1	1	3	373591	Parallel	30	No	NA	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.08030172
1	1	3	93551.87	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.192961081
1	1	3	204368	Parallel	30	No	NA	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.221722579
1	1	6	184868	Parallel	80	Yes	2	Yes	3	7	7	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.166973192
1	1	4	305210.6	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.066218539
1	1	6	419980	Parallel	15	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.029701033
1	1	3	234872.3	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.020744464
1	1	3	1029316.07	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.031395672
1	1	3	225000	Serial	NA	Yes	2	Yes	3	2	2	40	2	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No	0.040444444
1	1	3	2606712	Parallel	20	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.248094918
1	1	4	1773354	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.228016516
2	1	5	1432005	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.194835214
3	68.66666667	3	32785	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Do not allow prebids	Nominal amount	Yes	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No	0.139225255
1	1	3	234220	Parallel	30	Yes	2	Yes	2	3	3	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.500469644
1	1	3	265498	Parallel	30	Yes	2	Yes	2	3	3	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.213304808
1	1	4	135000	Parallel	30	Yes	2	Yes	2	3	3	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.222222222
1	1	3	170548	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.097028403
1	1	4	126965	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.116766038
1	12	3	333144	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.10262409
1	1	3	2.78E+09	Parallel	40	Yes	5	No	NA	NA	NA	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	No	No	No	0.09841954
2	1	3	236260	Parallel	40	Yes	3	Yes	3	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.021163125
2	2006	4	987560	Parallel	30	Yes	2	Yes	4	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.0372122
3	9482.666667	3	391479.29	Serial	NA	Yes	2	Yes	3	2	2	10	10	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.036334745
2	1	5	879120	Parallel	30	Yes	2	Yes	5	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.021752434
1	20000	6	48000	Serial	NA	Yes	1	Yes	2	2	2	15	2	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.279166667
1	5	3	29750	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.033613445
6	6250	5	1907500	Serial	NA	Yes	1	Yes	2	2	2	15	15	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.224996068
2	1	3	1385856	Parallel	20	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.27842431
1	102000	5	202980	Serial	NA	Yes	3	Yes	3	3	3	20	20	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.045226131
6	5349	3	1337138.1	Parallel	40	Yes	3	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.075651318
9	26.88888889	3	629040	Parallel	40	Yes	3	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.032525754
1	1	3	2254780	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.012212278
1	1	3	262500	Parallel	80	Yes	2	Yes	3	7	7	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.045714286
1	12	3	27000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.12
3	399.3333333	4	108600	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.016206262
2	23500	3	5440000	Serial	NA	Yes	2	Yes	3	2	2	10	20	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.173566176
1	1	4	2245409	Parallel	20	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.073665421
1	1	4	110000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.245454545
1	1	3	160992.7	Parallel	45	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.031057309
5	66000	4	2217500	Serial	NA	Yes	2	Yes	4	5	5	10	10	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.079594138
1	1	3	71500	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.062937063
1	1	3	273476.99	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.085111329
1	1	3	49860	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.164460489
1	5	3	80970	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.197233543
1	1	6	1138642	Parallel	45	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.148108009
2	250	3	21600	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No	0.037037037
2	1	4	62041	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.144114376
1	1	4	72260	Parallel	30	Yes	2	Yes	3	6	6	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.280376418
1	1	3	1446119.5	Parallel	30	Yes	10	Yes	3	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	Break tie bids by submit time	Yes	No	No	No	No	0.481007621
4	1	4	449730	Parallel	20	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.000889423
1	10000	4	80000	Serial	NA	Yes	2	Yes	3	3	3	30	2	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No	0.1875
1	1	3	658000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.103343465
1	1	3	1239465	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.099376747
1	1	6	2369829	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.160276965
1	1	4	154279	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No	0.410159516
3	4323.666667	6	6448493.9	Parallel	20	Yes	2	Yes	6	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.139090447
