Auction	N_Item	Average_Q	N_invited	BFQ	time4	time6	time7	time8	time9	time10	time11	time12	time14	time15	time19	bid2	bid3	bid4	bid5	bid8	mkt2	mkt3	mkt4	mkt7
Doc231421209.xls	1	2	3	25878.32	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc231935918.xls	1	1	3	1422223.27	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc235016442.xls	1	160	4	220800	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc235328034.xls	1	1	5	298000	Parallel	80	Yes	2	Yes	3	7	7	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc238109965.xls	2	717000	3	2868000	Parallel	20	Yes	3	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc239163632.xls	8	3375	5	866120	Parallel	30	Yes	1	Yes	2	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc239238236.xls	21	4028.571429	6	3929800	Serial	NA	Yes	1	Yes	2	2	2	15	15	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc244297523.xls	1	1	3	25221.24	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc244514518.xls	1	1	4	516592.92	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc245672141.xls	2	1	3	141747.56	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc245865666.xls	4	2313.75	5	5056127.6	Parallel	20	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc245867434.xls	6	2937.666667	3	8836163.52	Parallel	20	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc246213854.xls	1	2	3	29707.96	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc247139335.xls	1	1	4	307323	Parallel	80	Yes	2	Yes	3	7	7	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc248948115.xls	2	1	5	1992178	Serial	NA	Yes	2	Yes	4	5	5	20	2	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc248948146.xls	1	1	3	1585000	Serial	NA	Yes	2	Yes	3	5	5	40	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc250820547.xls	1	1	5	469430000	Parallel	30	No	NA	No	NA	NA	NA	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	No	No	No
Doc250906636.xls	2	1	3	570681	Parallel	30	No	NA	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc251473947.xls	1	1	4	138846.94	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc251904151.xls	2	1500	4	750000	Parallel	30	Yes	2	Yes	4	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc252042043.xls	2	1	4	4261582	Parallel	20	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc252216746.xls	1	1	1	16520000	Serial	NA	Yes	2	Yes	2	2	2	10	2	NA	Allow prebids	Nominal amount	Yes	No tie bids	Yes	No	No	No	No
Doc252255514.xls	1	1	3	80000	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc252313631.xls	1	1	3	299999	Serial	NA	Yes	2	Yes	3	3	3	30	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc252355053.xls	1	1	6	145000	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc252365980.xls	1	1	4	96530.94	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc252822537.xls	2	1	5	55746100	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc253195866.xls	4	1	3	1348220	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc253198262.xls	1	1	6	487756	Parallel	30	Yes	2	Yes	6	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc253203013.xls	1	1	4	621477	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc255347261.xls	1	1	3	268898	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No
Doc255478318.xls	8	1	3	668344	Parallel	20	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc257192538.xls	1	1	4	125350	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc258686377.xls	1	1	4	348549	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc259255181.xls	2	1	6	2194600	Parallel	30	Yes	2	Yes	6	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc261209876.xls	1	240	3	120000	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc262704189.xls	2	1	6	10427830.72	Parallel	40	Yes	2	Yes	6	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc264734521.xls	1	1	4	323000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc265550391.xls	1	1	5	4367770	Parallel	20	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc266607058.xls	2	1	4	5354166	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc267264081.xls	1	60	3	271698	Parallel	45	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc267688589.xls	1	2	3	31070.78	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc267723921.xls	1	1	3	13426955	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc268647609.xls	1	1	5	1296800	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	No	No	No
Doc269077059.xls	1	504	2	100800	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc269877610.xls	1	24	3	209708.64	Parallel	30	Yes	2	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc270281442.xls	1	1	4	284040	Parallel	20	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc271433038.xls	1	25	3	30000	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc272501718.xls	1	100000	4	2498000	Parallel	30	No	NA	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc272727677.xls	1	1	6	286336	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc276765233.xls	1	1	5	1104114	Parallel	20	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc277217794.xls	1	1	2	4950000	Serial	NA	Yes	2	Yes	2	2	2	10	2	NA	Do not allow prebids	Nominal amount	No	Break tie bids by submit time	Yes	No	No	No	No
Doc277722400.xls	1	1	3	21514153	Parallel	60	Yes	3	Yes	3	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc279539766.xls	1	1	7	194740571	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	No	No	No
Doc279759128.xls	1	1	5	614935	Parallel	80	Yes	2	Yes	3	7	7	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc280414410.xls	5	1	3	773670	Serial	NA	Yes	2	Yes	2	2	2	10	10	NA	Allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No
Doc283147118.xls	2	1	3	4178244	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc283147154.xls	1	1	4	97345	Parallel	80	Yes	2	Yes	3	7	7	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc285391094.xls	2	1	4	18444012	Parallel	30	Yes	3	Yes	3	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	No	No	No
Doc286635351.xls	2	1	6	1057249.5	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc294891523.xls	1	1	3	8747375.4	Parallel	30	No	NA	Yes	3	2	2	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No
Doc294892374.xls	6	313.3333333	3	1762500	Serial	NA	Yes	2	Yes	3	2	2	10	2	NA	Do not allow prebids	Nominal amount	No	Allow tie bids for all ranks	Yes	No	No	No	No
Doc295324019.xls	1	1	4	372696	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc295903662.xls	1	1	4	8267157	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc296721025.xls	1	1	3	5652194	Parallel	30	Yes	3	Yes	3	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	No	No	No
Doc297436154.xls	1	1	4	167085000	Serial	NA	No	NA	Yes	1	2	2	20	1	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc299255662.xls	2	1	2	14160000	Serial	NA	Yes	2	Yes	3	2	2	15	15	NA	Allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No
Doc300157409.xls	1	1	5	126000	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc300394170.xls	8	270	3	2191153	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc302038862.xls	3	1	7	1032554.5	Parallel	20	Yes	2	Yes	5	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	Yes	Their own rank	"Yes, to Buyers and Participants"	No
Doc303794593.xls	1	1	3	5900000	Parallel	30	Yes	2	Yes	3	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc304096931.xls	2	1	4	1128000	Parallel	30	Yes	2	Yes	1	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc306260417.xls	2	1	5	66264.6	Parallel	45	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc306717752.xls	2	1	5	13407046	Parallel	80	Yes	2	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc307906370.xls	1	1	3	138166.37	Parallel	30	No	NA	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc307947213.xls	1	1	3	431805.99	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc307947252.xls	1	1	5	22358218.05	Parallel	15	Yes	3	Yes	5	5	5	NA	NA	NA	Allow prebids	Nominal amount	Yes	No tie bids	No	No	Their own rank	No	No
Doc308702836.xls	2	1	5	1706326	Parallel	20	Yes	3	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc309364163.xls	2	1	8	1.49E+08	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc309380343.xls	2	24	4	3970560	Parallel	30	Yes	2	Yes	4	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	Yes	No	No	No
Doc310083138.xls	1	1	3	6.59E+08	Parallel	30	No	NA	No	NA	NA	NA	NA	NA	NA	NA	Nominal amount	No	No tie bids	No	No	No	No	No
Doc311458291.xls	2	1	3	921126	Serial	NA	Yes	2	Yes	3	5	5	30	30	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc311459422.xls	2	90000	5	396000	Parallel	20	Yes	2	Yes	5	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc311459681.xls	1	1	3	1930990	Parallel	30	Yes	3	Yes	3	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	No	No	No
Doc312970929.xls	2	1	4	956000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc313665660.xls	1	1	3	49115.04	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc314353507.xls	1	1	3	256500	Parallel	30	No	NA	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc314527240.xls	2	1	3	120000	Parallel	45	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc315635706.xls	2	1	5	2395900000	Serial	NA	No	NA	Yes	1	2	2	30	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No
Doc316672069.xls	1	1	3	162968.48	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc316724961.xls	1	1	3	1083000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	No	No	No
Doc317831593.xls	2	1	4	584930	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc317884828.xls	1	1	2	731000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc317907972.xls	1	1	4	2872708	Parallel	80	Yes	2	Yes	4	7	7	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	Yes	Their own rank	No	No
Doc318795404.xls	2	1	3	4166556	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc320145195.xls	6	1	2	14975700	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	No	No	No
Doc320194763.xls	2	1	3	4166556	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	No	No
Doc324572090.xls	1	1	5	793518	Parallel	30	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc328869266.xls	1	1	3	397453	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	Yes	No	No	No
Doc329800900.xls	2	1	5	1039511	Parallel	20	Yes	3	Yes	3	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc330056549.xls	2	1	5	47452000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc330061753.xls	1	1	3	3791328	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc330667929.xls	9	176.1111111	12	4058341.74	Serial	NA	Yes	2	Yes	10	2	2	15	10	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc331523380.xls	4	408	4	1212600	Parallel	30	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc334274520.xls	1	1	3	501145	Serial	NA	Yes	2	Yes	3	5	5	30	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc334419222.xls	2	1.5	5	569865	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc335200576.xls	7	384233.4	3	6233815226	Parallel	60	Yes	3	Yes	3	3	6	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc335599864.xls	3	216	3	4680000	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc336386223.xls	2	80	3	106080	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc336435529.xls	1	1	2	1509900	Parallel	30	No	NA	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc337009883.xls	1	1	5	8641642	Parallel	30	No	NA	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc337317109.xls	3	2.333333333	3	111893.2	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc337334489.xls	1	1	5	920000	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc337438985.xls	1	1	3	122000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc337473514.xls	1	1	3	1663200	Parallel	80	Yes	2	Yes	3	7	7	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc338014200.xls	2	1	6	697906	Parallel	30	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc338122302.xls	1	1	5	429742.96	Parallel	30	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc338963279.xls	1	1	3	719854.3	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No
Doc338965865.xls	1	1	4	519560	Parallel	45	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc338983502.xls	1	1	3	180500	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc338987521.xls	1	1	4	2396400	Parallel	40	Yes	2	Yes	3	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc339321815.xls	4	1	6	2694793.2	Parallel	20	Yes	3	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc339321857.xls	2	1	4	2.00E+05	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc339331498.xls	1	1	2	6057000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc339333018.xls	1	1	6	431486	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc339370976.xls	2	1	7	10180582	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	No	No	No
Doc339736662.xls	1	1	3	162000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc339989158.xls	6	1	7	4656637.32	Parallel	50	Yes	2	Yes	2	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	No	No	No
Doc339994331.xls	15	948	6	2811903.4	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc340608139.xls	2	1	8	1926799.6	Parallel	20	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No
Doc340852196.xls	2	1	3	932924	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc340884710.xls	1	1	4	523620	Serial	NA	Yes	2	Yes	3	5	5	10	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc341575191.xls	1	1	6	481220.4	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc341581916.xls	1	1	5	1230757	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc343032663.xls	1	1	5	510109	Parallel	80	Yes	2	Yes	3	7	7	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc343555354.xls	1	1	5	725022	Parallel	40	Yes	2	Yes	5	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc344923914.xls	2	1	4	1028000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc345344119.xls	1	1	5	301000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank when leading	No	No
Doc346534124.xls	1	1	4	23584295	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	No	No	No
Doc348025767.xls	1	1	3	212200	Parallel	40	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc348599553.xls	1	1	5	688862	Parallel	70	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc348920413.xls	1	1	2	740936000	Serial	NA	No	NA	Yes	1	2	2	30	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc361035172.xls	1	1	5	1550500	Parallel	30	No	NA	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	No	No	No
Doc364987672.xls	1	1	3	16028158.81	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc366321998.xls	1	1	2	2.70E+07	Parallel	60	Yes	3	Yes	2	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	No	No	No
Doc369958023.xls	1	100	2	170000	Parallel	30	Yes	2	Yes	2	2	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	"Yes, to Buyers only"	No
Doc369959534.xls	3	1	3	6050088	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Require prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc370503412.xls	1	1	4	1698185	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc372779503.xls	3	1	4	4249000	Parallel	45	Yes	2	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No
Doc374297839.xls	2	24	3	2640000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc376215579.xls	1	1	3	130260	Parallel	20	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
