,text,tag,score
777,"Guess what I called and got today??? Yup, it's taken care of...finally. Thanks for making me do that :-) ----- ----- Great pics you posted on mine and Amanda's page!!! I guess paybacks are a bitch huh...LOL",POSITIVE,0.9860942363739014
778,aww i miss you too! i'm coming in town for fall break this wed-sun so i'm coming to visit you on thurs so you better be working!!! ahh!,POSITIVE,0.9996721744537354
779,hey!!!,POSITIVE,0.9952396154403687
780,hey baby ----- wanna go to the club tonite? ----- u looked hot yesterday ----- i love u so much ur the hottest girl in the world ----- ----- love you so much ----- -Brad,POSITIVE,0.9883592128753662
781,Most def give me a call-maybe we'll go to Village Inn!!:),POSITIVE,0.5261858701705933
782,hey little hooker i am gonna miss you!!!,POSITIVE,0.9996497631072998
783,"yo John! its been good, i'm a senoir now! hows college treating u?",POSITIVE,0.9933825731277466
784,Tell Justin I'm sorry and I love him soooooooooo much!,POSITIVE,0.9770952463150024
785,Nothing much ... Just here BORED !!!! Can I get a job .... Save me from this boredom ... :),NEGATIVE,0.9999722242355347
786,Hey baby just wanted to say hi and I love you!!!Hope you are keeping out of trouble!!I miss you and can't wait to see you again!Till then....... kisses!!,POSITIVE,0.996381402015686
787,Thanks for the add Jeremy!! Gotta love those Macross toy pics. Sadly I don't have them anymore...,POSITIVE,0.9961159229278564
788,merwin it is hugo i aad you as my top firend,POSITIVE,0.9990023970603943
789,hey whats up,POSITIVE,0.962340772151947
790,"Well, my ""lovely"" is gone, but never forgotten. ----- I miss you SO freakin' much! ----- I hate that our schedules kept us apart. ----- And I'm so sorry for not being there for you when you needed me. ----- But I'm sure you've heard me say it already... ----- I loved you like my best friend. ----- And I pray that I get to see you again someday. ----- ----- Love ~ ----- Your Lovely",POSITIVE,0.9982023239135742
791,yo is conrad at home??,POSITIVE,0.9390004277229309
792,"Considering you've lost about 100, I guess I wont be seeing much of you anymore.",NEGATIVE,0.9840636253356934
793,All of you are OLD!!!!!!!!!,NEGATIVE,0.9064545631408691
794,you one flovarful bboy man..love seein you get down and rep it..you look like you always have fun..haha..it was dope to watch FS kill it..stay up bro..see you soon..next time villn and i will be in it..PEACE ----- ----- MPACT,POSITIVE,0.9730440378189087
795,"Ha, sorry I haven't checked my myspace in forever and I just got you r last comments. I left that gift in appreciation for your generosity in letting me borrow your truck; I new you would hold it dear to your heart. I was going to replace the cubs bat on teh keychain, but I couldn't find a bat like the one that you have. And no we did not get the chance to go out to Springfield.Nice background *cough*",NEGATIVE,0.741132915019989
796,Hey hoe bag! Go take your blood pressure again! lol.,POSITIVE,0.9554106593132019
797,GET AT THA DEFAULT,NEGATIVE,0.9951659440994263
798,"hey girl, where have you been...I missed you after you stopped coming to classes at image. I looked for you at graduation but you weren't there. How are things going with you? Get any gigs?",POSITIVE,0.9477729797363281
799,WOW! A thunderstorm! I love thunderstorms.They can be exciting! TTYL! Auntie Tiffy,POSITIVE,0.9996206760406494
800,hey hows you? ----- ya have a good night the other week?? ----- xxx,NEGATIVE,0.975290834903717
801,We are well... Hey I'm having a birthday picnic on March 15th.. Think you could come?,POSITIVE,0.994820237159729
802,"zdr. macka kak si skupa? ----- mnogo si sexy..are da mi doidesh na gosti?... ----- ----- ¢¾Roses are ----- red ----- violets are korny, ----- when I think of you ----- Ohh baby I get horny, ----- Eat me, ----- Beat me, ----- Bite me, ----- Blow me, ----- Suck me, ----- Fuck me, ----- Very Slowly, ----- if you kiss me, ----- don't be sassy, ----- Use your tongue and make it nasty!!! ----- Pass this on to atleast 8 people... If you get it back atleast 5 times, you know your a SEXY beast ----- PASS IT ON TO ANYONE YOU THINK IS FUCKING SEXY¢¾",NEGATIVE,0.9999654293060303
803,haha prolly was =] but i guess theres a time for everything lol ----- i'll prolly meet u next conference or sumthing :p,NEGATIVE,0.520209789276123
804,St elizabeth ann seton hospital-Long term care patients. They moved to layfette from kokomo. look it up online and apply they are always hiring. ttyl..dana,POSITIVE,0.9945046305656433
805,Did you and Gordie take those pics at the same time???? weirdos..lol,NEGATIVE,0.9425429701805115
806,"haha the first half of high school, the other we were opposites! and it doesnt matter your in college now lol",NEGATIVE,0.9880942702293396
807,HAPPY BIRTHDAY BEAUTIFIL...HOPE YOU SEE MANY MORE..BETTER YET I KNOW YOU WILL...GOD BLESS YOU..STAY UP,POSITIVE,0.9946644306182861
808,Hey dude,POSITIVE,0.9797764420509338
809,"bout time tOo! lol naw buh thx chu fa ""un-lamin"" my page lol it look real good now =]...SIKE! naw j/p doe =] anywayz i was jus comin thru 2 bless yo page an also tell u gOod luck wit those exams an dun 4get yo helmet, i mean thinkin cap =] be easy Mr **huGgz&&mwaHz** ----- ----- *=x EmMy x=*",POSITIVE,0.9981746673583984
810,I miss you to you cutie!! Tell your mom I miss her bunches tooo!!!,POSITIVE,0.9995971322059631
811,WHO-DEY AND THANKS FOR THE ADD! K-KIDD,POSITIVE,0.9871349930763245
812,"spam spam spam, quit fucking spamming bulletins... your not really a 21 year old woman.. your a fat 40 year old man sitting in his mums basement wanking all day spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam",NEGATIVE,0.9996094107627869
813,BUTTERCUP!,POSITIVE,0.9997755885124207
814,thanks!,POSITIVE,0.9948431253433228
815,HAPPPPEST BIRTHDAY STARRRR!!!!!! ----- WE GONE GET IT ON N POPPIN' DIS WEEKEND SO GET READY..........SEE U LATA MUAH,POSITIVE,0.9977750182151794
816,wazz up fool how u dooin man u get that shit fixed on ur car or what...,NEGATIVE,0.9854728579521179
817,JUST COME'N THRU TA SEE HOW UR DOIN LEAVE ME LUV TTYL,POSITIVE,0.9859579205513
818,JUST WANTED TO SAY HELLO! IM GOING TO CALL U ABOUT GSI...I THINK I FUCKED THAT UP :( BUT ITS A GOOD PLACE TO WORK FOR. ILL TELL U MORE ABOUT IT...,NEGATIVE,0.9877909421920776
819,6 Years of Withstand - Wicked Shivers -----,NEGATIVE,0.5355232357978821
820,HHHHHIIIIIIIIIIII HOW U DOIN THERE PAL......LMAO,NEGATIVE,0.9445651173591614
821,"hey, i have to go to a party with jason's friends :( you guys should come over tommarow. let me know....",NEGATIVE,0.9707307815551758
822,"Right on another Taurus on the cusp, congrats, and happy birthday, I knew there was a reason I liked your smile",POSITIVE,0.9991477727890015
823,hi mom!!,POSITIVE,0.9966199398040771
824,hehe very good choice n very sexy lol :) god i think of the greatest names hehe silly bugger me n sophie r gonna ave words wit the dude in charge lol :P gooody n glad ur okay u n louis all good? love you xxx,POSITIVE,0.9997091889381409
825,"This was absolutely wicked, I can't wait to come again oh yeah!",POSITIVE,0.999901533126831
826,"Hey! So haven't heard from you in a long time...what's up with that! Well, I wouldn't mind hearing from ya...when you're not too busy. ----- ----- ~Liz~",POSITIVE,0.5929276943206787
827,a yo telemundo i will drink a few for u at the reception,POSITIVE,0.892127513885498
828,feels so sorry for all the women that missed out on such a great guy that i have found!! love ya!!,POSITIVE,0.8974461555480957
829,how am i a hater you fucker so do you have a girl yet or are you still tring to get back with April yall was such a cute couple what ever happened but let me tell you this she looked so much happier with you then that fag mike well talk to you later!!! ----- ----- ----- megan,NEGATIVE,0.5662214159965515
830,"yo yo yo brotha!! wats goin on wit you? hows high school for ya? just sendin my luv from mississippi!! well be good and dont get in trouble! always remember i love you and hopefully i will be out of ""A"" school and be homw for the holidays. maybe around thanksgiving. i get 2 weeks leave!!",POSITIVE,0.9952239394187927
831,Sup man hows it going in san antonio.,NEGATIVE,0.8836899399757385
832,yea but but hit me up 936-572-2393,NEGATIVE,0.5559635162353516
833,who are you ?,NEGATIVE,0.6164589524269104
834,About time lol......BRO keep up the good work and i wish u Good Luck This year,POSITIVE,0.9492331743240356
835,"Happy, happy Birthday....it's a great day and you are a great friend!",POSITIVE,0.9939441084861755
836,"Sexy Baz, Disco Baz, HOT!! ----- xx",POSITIVE,0.9988042116165161
837,I like it how I saw you at Kandyland 2! ----- And I like it how I have a picture of Seth grabbing your boobie. ----- MWAHAHA. ----- I love you. ----- And I was really happy that I saw you. ----- You should go to Gettin' Lucky. ----- K BYE! ::waves frantically:: ----- ----- <333: Monique,POSITIVE,0.9997504353523254
838,Tell your gay boyfriend to get a myspace page!! hows it going? cant wait till the rounds...,NEGATIVE,0.9697766900062561
839,hey mike just stoppin by yo page to show some love aiight don't act like u don't know how to return it.,NEGATIVE,0.8802502751350403
840,ey ur not 19...,NEGATIVE,0.9981718063354492
841,"Ill bet. Its alright, hide your true feelings.But I still miss you guys!",POSITIVE,0.9000961184501648
842,hey hottstuff! just wanted to say that I LOVE YOU!!! hope you like this!...?,POSITIVE,0.9994505047798157
843,I MISS you mi amigo. How are you? ?,POSITIVE,0.997025191783905
844,do you recognize my song?,POSITIVE,0.8652099967002869
845,I miss you too!!! Come see me soon!,POSITIVE,0.9965921640396118
846,Well some girls av gotta be reminded once in a while.Seriously you are x,POSITIVE,0.9990755319595337
847,FOLEY WE SHOULD GO PARTY FOR CINCO DE MAYO...UR MEXICAN RIGHT! LOL!,POSITIVE,0.9986054301261902
848,hey thnxs 4 the pic comment hows u? no spoken 2 ya 4 ages xxx,POSITIVE,0.6565962433815002
849,hahaha!! shady asss!!,POSITIVE,0.9651892185211182
850,"i looked at the picture, she is adorable.",POSITIVE,0.9957455992698669
851,"psssst, psssssssssssssst, hey you. wassup",POSITIVE,0.991936206817627
852,what up buddy. havent seen ya for awhile hope all is well and u makin it to classes. No u heard about steve gettin the boot at our internship what a dumbass but i got a good laugh out of it,POSITIVE,0.9996572732925415
853,"Yes, I Do own shirts, and believe it or not, most of the time, I wear them too lolol",NEGATIVE,0.8895657062530518
854,"oh ZERMEY! haha welp your wife just wrote to me so i decided to write to you too, dont you feel specail! Im so stoked to see you and the fam (holly and the puppy)! all i have left to worry about is this last week then im golden! Big gulps huh welp see ya later! ----- ----- Kels",POSITIVE,0.9998735189437866
855,what part of dundun do u live at,NEGATIVE,0.9980106949806213
856,he he cool,POSITIVE,0.9805095195770264
857,"Matey you getting the 300 back tomorrow afternoon yeah? ----- You wanna take your ski stuff out of my locker before hand so i dont forget? lol ----- Cheers for the present again, you're actually the biggest legend. ----- Geog buddies for life (Y) haha ----- xxx",POSITIVE,0.9998397827148438
858,"CONGRATULATIONS! Well, that is if he shows up...LOL!",POSITIVE,0.9993270635604858
859,hey wuz up sexy im jux drppin some love for you,POSITIVE,0.9987612962722778
860,lily thanx for my new camera love ya girlie!,POSITIVE,0.999881386756897
861,Hey you!! I'm coming down to LA and I'm going to be staying with Christina & Randy for a night or two July 19th.....I have a conference near LAX.....maybe we can catch each other?,POSITIVE,0.9970797896385193
862,hey fucknuts when are you coming back,POSITIVE,0.9896392822265625
863,YA!!! i am the new member of HD and we will kick some baily AASSS,POSITIVE,0.9988070726394653
864,mudd butt,NEGATIVE,0.9924620985984802
865,"merci for your comment! how are you? and your music? you'll come to Hungary this summer?? it would be awesome. ----- puszi, Zsuzsi",POSITIVE,0.993165910243988
866,dave just waned to say thanks for the cruising guide. it saved my life to many time to count!,POSITIVE,0.9968672394752502
867,"I'm gonna go ahead and wish you happy birthday now 'cause with how often I've been on myspace/facebook lately, I will have missed it by several months if I wait a moment longer. HAVE A LOT OF FUN! And don't walk down any dark hallways. Terrible people might try to scare you. ----- ----- But...I'm over that. (Did you know the trauma therapists in Seattle are some of the greatest in the nation?) ----- ----- I had fun dancing with you a few weeks back - did you guys ever go on that double date you were mentioning? Well, I hope life is going well and that you're enjoying basement life. I miss it. Take care and I'll see you hopefully sooner rather than later!",NEGATIVE,0.5315039157867432
868,Hey bro. ----- I stole your idea. I'm sorry. ----- But I love it!!!,POSITIVE,0.9971792697906494
869,"It was a late night in the club; she was winding and spinning around the pole as if she was an angle on ice. Her audience was amazed as she was able to bend in many ways. Ruby twirled around once more as her hair moved with her body. The music filled the place and there was more drunk bastards filling the place then usual, she watched from the corner of her eye as they tried to get a feel when she bent forward. She placed both hands on the pole as she pulled herself up she bent backwards spreading her legs apart slowly moving down the pole. She spun to the bottom as she finished her routine. Claps and whistles from the men filled the room. She smiled as she walked down the stairs and over towards the bar where she got herself a Martine.",POSITIVE,0.973887026309967
870,Yo....,POSITIVE,0.7299646735191345
871,"HAPPY BIRTHDAY,daddy ----- (:",POSITIVE,0.9705736637115479
872,Hey leah how ae u? hows it going in good old kett? is the work gd? and how is simon doing? its awesome here have bin out loads and am very tired but it is all good. had my 1st lectures today aswell. ----- catxxxxxx,POSITIVE,0.9958565831184387
873,my site the bomb hahahaha,NEGATIVE,0.9866275191307068
874,ur space is tres nul...,NEGATIVE,0.7776324152946472
875,"Yeah, what Tony said. Are you coming to Vegas with us in March?",POSITIVE,0.9991554021835327
876,HAPPY BIRTHDAY GOOSE!!,POSITIVE,0.9996384382247925
877,your family will be in my prayers! ----- -Love tay,POSITIVE,0.9966140389442444
878,hey chris whats up hope everything is going alright for u and marry early X-mas,POSITIVE,0.9991455078125
879,"bish ----- I popped your ----- ""comment cherry"" ----- now what u gonna do ----- mwahahahaha ----- you r gonna get ----- myspace pregnant ----- =] ----- but boyah im out ----- so much love n lata ----- &hearts &hearts &hearts xoXox &hearts &hearts &hearts",NEGATIVE,0.6355330348014832
880,"Ashlee laughed as she closed the door to the joining rooms and laughed ""Sorry nope, It's ashlee, jennifer isn't here yet, and she wouldn't be coming in from that door"" Ashlee said with a laugh as she pointed to the door that she just came through. Krys seemed a little different then Ashlee thought but she'd learn to deal and like this girl. Ashlee went over and sat down on one of the two beds that were in the room looking out the window. ----- ----- There was a bird that landed on the railing of the balcony that was for the two joining rooms, and Ashlee smiled. Then she looked back at Krys putting all of her things in the dresser and hanging shit up. Why bother hanging things up if you dont need to? ""So you stayin for the whole summer to?"" Ashlee asked her. It was June 20th. The first day that everyone was going to be there, but some of the people had to leave early, ashlee just wanted to make sure the Krys wasn't one of them",NEGATIVE,0.6024333834648132
881,Waz ^ homey hows it hangin????,NEGATIVE,0.9744383096694946
882,good stuff. xxx,POSITIVE,0.9985418319702148
883,o hello christina (tanishas mom) :D ----- ?,NEGATIVE,0.9990894794464111
884,"~**WEll hello there my lil harry potter!..lol..how are you doing? Better be good! well, tell your mama, i said, Hello!...talk to ya laterz...MUAH!**~",POSITIVE,0.9921338558197021
885,u big wet fart,NEGATIVE,0.9987359642982483
886,Sup?,NEGATIVE,0.998847246170044
887,"i like how i totally take over all your myspace pix hahaha ----- it was really good seein you this weeknd, unfortunate that we all had to see eachother under those circumstances.hope your doin better, get ahold of us some time come see our shitty apartment we miss you =)",POSITIVE,0.5790064334869385
888,U Suk!,NEGATIVE,0.5487489104270935
889,Everybody's gotta have their fast toys!,POSITIVE,0.9997946619987488
890,you don't even WANNA know what it's gone take fa me to let you in the studio...lol,POSITIVE,0.8926454782485962
891,hey cutie ----- merry christmas!!,POSITIVE,0.99965500831604
892,"----- heyy, whats up?",NEGATIVE,0.9935951828956604
893,JUST WANTED TO SAY THANK YOU FOR MAKING ME A DADDY AGAIN AND THAT I LOVE YOU,POSITIVE,0.970024824142456
894,heyy bud... it was good seein u the other day at the movies...we should do it again sometime,POSITIVE,0.946783721446991
895,haha kool kool ...wel i took a tad older dan i used 2 now :D lol! nufink reli jus being a bum as usall :D munchin away da norm lol xxxxx,NEGATIVE,0.8587282299995422
896,Wassssup Cashflow!,POSITIVE,0.9985247254371643
897,Dont even think about the possibility of there being three. Thats way too much for anyone to have to cope with. ----- ----- Bring a tranquilizer gun just incase!,NEGATIVE,0.9364861845970154
898,Can't wait for Saturday!!! I am so excited!!,POSITIVE,0.9997674822807312
899,"til october....... ----- gahhh, ----- thats a long time from now ----- oh well...... ----- so whats going on down in cleveland??????",NEGATIVE,0.9986730813980103
900,"I really shouldn't be asking you for this but I want it so bad don't get me wrong it's just that I haven't had it for a long time I could already feel it going in so hard and coming out so soft and wet. No one has to know about this, I'm desperate, but your help can be very grateful you must think I have a lot of nerve asking you for this but i can feel my tongue around it sucking all the juice out until there no more left, this has been on my mind all day long and I hope I'm not being forward but can I have a piece of gum? -----",NEGATIVE,0.9999734163284302
901,ehhhhhhhhh wat is up,POSITIVE,0.9826142191886902
902,On some real ass shit stop leavin fucking message on my page bitch or ur gonna see how many bullet it will take to drop ur lil ass and don't act like my brother won't fuck up u aint know fuckin blood clown ass nigga,NEGATIVE,0.995836615562439
903,IDK u look like u just listen to a lot of rock,POSITIVE,0.9849621057510376
904,hi,NEGATIVE,0.5723593831062317
905,TIM!!!!!!!!!!!!!!!!!!!!!!,POSITIVE,0.9988154172897339
906,ur page seemed to b lackin sum flava and SEXCINESS and most importantly sum WIT so who better to give u sum then tha SEXY ASS SENIOR WHO WAS VOTED WITTIEST OF 2007???????????? ----- ----- i's here NOW. ----- holla,NEGATIVE,0.9869532585144043
907,You know when you and Dan ok for <Megazone,POSITIVE,0.6482101082801819
908,yep! what have you been up to?,POSITIVE,0.9997411370277405
909,"Hey Michelle, how are things going for you guys. My wife and I are living in Pa. now with our first child on the way in Dec.",POSITIVE,0.9949036836624146
910,yea i know!! everytime i work out a plan to it falls through! ive had to workthe past several mondays and now were going outta state..but ima come when i get back which'll be in 2 mondays i think...anywho...ttyl gubYE!,NEGATIVE,0.9999743700027466
911,JOHN U DID IT ONCE AGAIN. U WENT ALL OUT AND OVER ACHIEVED. WHAT A WEB PAGE COOL GAMES 4 ALL OF US 2 PLAY. BEST PGE ON MYSPACE. I DONT NO HOW U DO IT.TERRORSTORM VIDEO IS SO COOL I SHOWED MY HISTORY TEACHER .HE SAID THAT THE VIDEO WAS ON THE MONEY WHEN IT CAME 2 THE TRUTH ABOUT WHAT REALLY HAPPEND ON SEPT 11TH . THANKS 4 WAKING ME UP . NOW I COULD SLEEP MUCH BETTER AT NIGHT.,POSITIVE,0.9899705052375793
912,"Hey Girl!! its been soo long...i really miss ya. Anyway, nice page...jus thought i'd make it a lil better:-) the numbers still the same. holla at me sometime love ya",NEGATIVE,0.7389222979545593
913,"WOW!!! Are you excited?? I am very excited for ya!! Good luck, buddy!!!!",POSITIVE,0.9998939037322998
914,Happy Belated Birthday!! Did you party it up?,POSITIVE,0.9983645081520081
915,chuck chuck chuckle vision chuckle vision chuckle vision !!! - JIMMY HAS A PERRRRTY FACE!,POSITIVE,0.9998742341995239
916,Sup Delta . ----- Carry on! ----- Lt,NEGATIVE,0.5950550436973572
917,i have just realized u post way to much shit...hell it seems like i am getting a play by play of your life ...lol,NEGATIVE,0.9472565054893494
918,joooolllz ----- thanxxx,NEGATIVE,0.7772010564804077
919,just wanted to know why i'm not your top friend??? i'm glad you got your kiln!!! what time are you leaving on friday? hopefully i can come look at it this weekend!,POSITIVE,0.9999305009841919
920,Aww I love you too honey,POSITIVE,0.9943589568138123
921,"HYE GIRL, YOUR SO WELCOME, I GRADUATED MAY 2ND....IM GOING BACK IN AUGUST FOR MY RN. HOW HAVE THINGS BEEN WITH YOU?? HOW IS YOUR LIFE GOING? GOOD I HOPE.IM DOING GOOD JUST TRYING TO FIND SHIT TO DO ALL SUMMER!!! TALK TO U SOON!!!",POSITIVE,0.9457933306694031
922,IT's ok. Busy. I saw Chance at a football game. Does he like it down here?,NEGATIVE,0.9972320199012756
923,"hey miss! how r u? sorry it's been a while since i wrote but alot's been going on i moved, hubby went overseas, I beame a mama to a puppy, taking care of dad all while trying to maintain good hair lol. How r u? Good i hope. w/b",POSITIVE,0.877449095249176
924,bytch.... im ur hero!!! da dada daaaaa,POSITIVE,0.5335527062416077
925,what happened to you duuude?!?!? ----- we never saw you! ----- xx,NEGATIVE,0.9999152421951294
926,HAPPY BIRTHDAY!!!11!!!!!1,POSITIVE,0.9975048899650574
927,"austin, change that gay ass background!!! lol, it sucks out loud!",NEGATIVE,0.9971012473106384
928,Haven't came thru here in a while so i'm jus stoppin by to tell u ur beautiful. holla @ me,POSITIVE,0.989815354347229
929,ha ha yeah so hi i'm kelley... just saw pirates and thought of you... ?,POSITIVE,0.868841826915741
930,"Yo Matt, ----- ----- Great time in LA!!! We'll have to go back to Cali surfing together again.....maybe this time the Pacific will cooperate with me more! My age is already catching up to my board ability!! I'll get back to you about getting those Cards tickets......maybe I'll work you in a cameo in my new film...who knows! Haha! Good luck in Arizona! ----- ----- -Owen",POSITIVE,0.9997326731681824
931,wat up nigga,NEGATIVE,0.975933849811554
932,HI?,NEGATIVE,0.6929452419281006
933,YO CHECK OUT MY NEW PICS LEAVE ME SOME PICTURE COMMETS,NEGATIVE,0.6986235976219177
934,"Wow... Everyone's on this myspace thingy. Anyways, great idea putting this on there! Power to the people.",POSITIVE,0.9970226883888245
935,hey hey chichi whats up i miss you.i want to go back there it that i cant...... but you now i will always be right there beside you & i will all ways love you,POSITIVE,0.997714638710022
936,sup boi,POSITIVE,0.7755624055862427
937,Hey Rob x ----- Wuu2 Im realii bored write ----- back c ily,NEGATIVE,0.9998660087585449
938,YOUR GETTING MARRIED.. CONGRATS!!! IM HAPPY FOR YOU ?,POSITIVE,0.9986984729766846
939,"Happy Birthday, Craig!!",POSITIVE,0.9977931976318359
940,Hii ----- How Are u ----- Do I Know U? ----- <33,NEGATIVE,0.992720901966095
941,Casey! Your myspace is a Niiiice space! ----- <3 Janling,NEGATIVE,0.965120255947113
942,thanks you 4 the add!!,POSITIVE,0.9867657423019409
943,thank 4 tha add,POSITIVE,0.9917033910751343
944,Okay so what's next????? I think I want one on my rib cage like Klink got. It's cute as hell. Or maybe on my finger...Hmmmm... It's soooo hard to decide!,NEGATIVE,0.9994387030601501
945,HEY JON! Good to see you doing well :),POSITIVE,0.9981052875518799
946,"hey ""General"" just stop by to add my beauty to spot... mission accomplished i'm out!",POSITIVE,0.9992520213127136
947,Happy Birthday sexy.,POSITIVE,0.998635470867157
948,Cheers for the underberg buddy u can smell how strong it is without even opening it lol sure if that where to be consumed tommorow it would be very entertaining. see u 2mz jonny,POSITIVE,0.9884338974952698
949,how ya been stranger,POSITIVE,0.8142943382263184
950,whats up punk....how have you been.. so where do you go now to kick it? let me so we can have a drink...hope your day is going well talk to you soon.,POSITIVE,0.900789737701416
951,"Hi Maggie - ----- ----- Glad you are feeling so happy! Love the new photo you posted...and the new layout!! Keep it up, Girl! ----- ----- Becky",POSITIVE,0.9701823592185974
952,wuts up marco ----- nutting much here just chillin in lA wit my cuzins late,POSITIVE,0.73698890209198
953,Hey Silly! ----- I am waiting for other apps to get in and The President will get back in touch with you! ----- Smooches! ----- Ready for Revival?,NEGATIVE,0.999313473701477
954,if u have a better name tell me but it means JIGGA KREW UNDERGROUND FIGHTING LEAGUE,NEGATIVE,0.9821298718452454
955,wud up limbernuts! just checking on ur goofyass.gimme a shout,POSITIVE,0.9548693299293518
956,"jacenia, wutss up??? nttn here well ya ummmm ya lets hang out sometime just call me if ur with paige or kaitlyn or something well ya im gonna go peace",NEGATIVE,0.9206266403198242
957,"hey when do you want to go see nightmare before Christmas 3D, or do you want to see 30 days of night?",NEGATIVE,0.9716918468475342
958,"hey bro. this is the first day i dindnt come to see you. i thought about you all day and i get phone calls fron james every time there are visiting hours. i really miss you and i cant wait to see you back up and around. you have no idea how hard it is for me to see you in that bed. i love you, you are family to me and i just cant stand you not being around. well i will wright soon again. love ya your bro forever.BELL bitches!!!",POSITIVE,0.9984762072563171
959,hey baby,POSITIVE,0.9303746819496155
960,"Thanks for the Birthday wish last week. It's been such a hectic time, what with the Civil War taking place, and my alter ego being public knowledge, that I just plain forgot to celebrate. ----- ----- Cheers buddy!",NEGATIVE,0.6988486647605896
961,Hey Lauren! ----- ----- I'm good ta...how are you doing? Yeah I graduated yesterday...it was a very long day but a good one. Our ceremony wasn't until 4.30pm and the previous ceremony over run..and the ceremony managed to go on for 2.5hours!!Mad. But never mind i'm a graduate now!lol ----- ----- How's your course going? ----- ----- Amy xx,POSITIVE,0.9700062274932861
962,Wat is ^ my lil nig wats crackin homie????,NEGATIVE,0.5202611684799194
963,----- ----- ----- ----- This ----- is ----- SO ----- funny! ----- ----- ----- -----,NEGATIVE,0.9654608964920044
964,woah i havent heard onyx in like 10 years. so im throwing emily watson a party next month. if your interrested space me.,NEGATIVE,0.9434706568717957
965,"im ok thanks mate, how are you? x x",NEGATIVE,0.876364529132843
966,Hope your having a good day!,POSITIVE,0.993992030620575
967,Actually on July 4th I play on going to Disney World,POSITIVE,0.9907006025314331
968,"yeah something fishy is going on here on myspace... apparently somebody has access to several peoples accounts and is posting these ""spam"" comments and such under their names... TOM NEEDS TO DO HIS JOB AND GET RID OF THESE MADMEN!",NEGATIVE,0.9999551773071289
969,I really miss u guys!!,POSITIVE,0.9993124008178711
970,HAPPY BIRTHDAY!!,POSITIVE,0.996150016784668
971,hey look ----- ITS TANYA AND SHELBY! ----- **points** ----- lol,POSITIVE,0.9731672406196594
972,hahahahahaha sorri had to laugh at u u got shut down mah nig lol jus playin,NEGATIVE,0.855839729309082
973,"Hi I love your pix, I love you too...I'll talk to you soon!",POSITIVE,0.9790658950805664
974,I love your kitties!!,POSITIVE,0.9973214268684387
975,oh no i thought it was on the 5th i am so sorry happy b-day luv ya,POSITIVE,0.8849102854728699
976,yo nigga happy bday,POSITIVE,0.9984373450279236
977,"what up duuuuude! call me, we need to catch up brotha!",POSITIVE,0.9966785907745361
978,Thnks 4 the invite hope to hear from you soon.,POSITIVE,0.9929855465888977
979,hey girl!!! Yall coming out tomorrow night??? We missed you guys last week!!!,POSITIVE,0.8406685590744019
980,hey sweetie sorry i havent been around a lot lately this whole thing with closing on the house is killing me. dont worry it will be over soon ill talk to ya later loves ya,NEGATIVE,0.5459367036819458
981,hey tia i wanted to say thank you for the wonderful job you got me !!! your def. the boom.com ----- ----- ily,POSITIVE,0.9356095790863037
982,oooohhhhhhh LLLLOOOOOOOGGGGGAAAAAANNNN damn i miss ur drunk ass,POSITIVE,0.8816350102424622
983,"Hey boo, just cumin through and showin my baby sum luv and respect and u need 2 call me 2, i miss u, luv ya, xoxoxo, bye",POSITIVE,0.9947874546051025
984,Thank you for the add and for your support. Have a good rest of the week. Happy spring time to you.,POSITIVE,0.9755640625953674
985,"hey! why don't u just get married already!! u nver want to hang out with me anymore or even answer your phone! :( u love your bf more than me!! lol j.k it's ok, i do that too, but u need to let me know about monterrey so we can stay in the same hotel or watever, and i already got my days off of work! yay! well let me know, call me! ----- *jess",POSITIVE,0.9676757454872131
986,"Thanks for taking the time to look at my profile, and for the friend request!!!!! ----- ----- Hope you had a lovely Xmas and have a really great New Years! ----- ----- Drop by anytime, ----- ----- Fran x",POSITIVE,0.9217488765716553
